Store,prev_7d_actual,forecast_7d_total,pct_change,StoreType,CompetitionDistance,health_tier
767,39804.0,31560.93603515625,-20.709134672002186,a,13080.0,Performing Well
768,91509.0,72015.5244140625,-21.30224959942465,a,2630.0,Performing Well
769,81185.0,77383.359375,-4.682688458459075,b,840.0,Performing Well
770,35471.0,23716.36328125,-33.13872379901891,a,100.0,Performing Well
771,48913.0,36897.142578125,-24.565774787633142,a,20640.0,Performing Well
772,26505.0,21817.629638671875,-17.68485327797821,d,1850.0,Monitor
773,34261.0,27221.046630859375,-20.548009016492877,a,200.0,Performing Well
774,32652.0,27283.20703125,-16.442462846839398,a,640.0,Monitor
775,60264.0,46673.8193359375,-22.55107637073958,d,6970.0,Performing Well
776,32055.0,24342.537109375,-24.06009324793324,c,700.0,Performing Well
777,32874.0,24260.273681640625,-26.20224590363015,d,8250.0,Performing Well
778,40619.0,29571.74462890625,-27.19726081659753,a,340.0,Performing Well
779,47029.0,33753.2138671875,-28.22893562017585,a,16990.0,Performing Well
780,45142.0,31220.160888671875,-30.840102590333007,a,18160.0,Performing Well
781,30908.0,22013.481201171875,-28.77740002209177,a,630.0,Performing Well
782,38068.0,29946.59130859375,-21.33395159032849,c,5390.0,Performing Well
783,46078.0,37263.17724609375,-19.13021996160044,d,15490.0,Performing Well
784,44885.0,33194.82421875,-26.044727149938733,a,560.0,Performing Well
785,56642.0,39333.93408203125,-30.556946996872902,d,970.0,Performing Well
786,20481.0,15015.406616210938,-26.686164658898797,a,290.0,Monitor
787,68789.0,53655.8935546875,-21.99931158370161,c,3210.0,Performing Well
788,107217.0,94169.54296875,-12.169205472313159,a,1530.0,Performing Well
789,25311.0,21903.93017578125,-13.460826613799338,a,9770.0,Performing Well
790,51773.0,42598.86181640625,-17.71992772988575,d,9070.0,Performing Well
791,57717.0,43756.5869140625,-24.18769701463607,a,5950.0,Performing Well
792,49114.0,33822.1630859375,-31.13539299194222,d,17280.0,Performing Well
793,35090.0,23818.31201171875,-32.122222822118125,d,2710.0,Performing Well
794,20040.0,16729.93798828125,-16.517275507578592,c,5090.0,Monitor
795,31848.0,21413.75830078125,-32.76262779207093,d,510.0,Performing Well
796,52601.0,38394.39404296875,-27.008243107604894,a,7180.0,Performing Well
797,35503.0,26588.561279296875,-25.108973102845184,a,2090.0,Performing Well
798,48526.0,35228.34033203125,-27.403164629206504,a,9560.0,Performing Well
799,63757.0,51351.27587890625,-19.457822860382,a,2700.0,Performing Well
800,33466.0,24894.568603515625,-25.612357008559062,d,2020.0,Performing Well
801,42827.0,31246.2607421875,-27.040743591221663,d,48330.0,Performing Well
802,50963.0,36932.9931640625,-27.529789918053293,a,910.0,Performing Well
803,39141.0,29134.984375,-25.56402653228073,d,1760.0,Performing Well
804,38525.0,28600.64794921875,-25.760809995538615,c,2100.0,Performing Well
805,39665.0,28269.447265625,-28.729491325791003,d,24770.0,Performing Well
806,55552.0,35514.5810546875,-36.06966255996634,d,260.0,Performing Well
807,64872.0,55158.4443359375,-14.973417906126679,a,3870.0,Performing Well
808,53792.0,39391.1484375,-26.77136295824658,a,18620.0,Performing Well
809,62497.0,45195.279296875,-27.684081960934126,a,12770.0,Performing Well
810,39027.0,32195.806640625,-17.503762419286648,d,9640.0,Performing Well
811,28162.0,22647.721923828125,-19.58056273053006,a,410.0,Performing Well
812,41749.0,31460.06396484375,-24.644748461415244,d,2590.0,Performing Well
813,42671.0,33529.9697265625,-21.422114019913995,a,1560.0,Performing Well
814,57734.0,43446.2978515625,-24.747466221702116,d,24530.0,Performing Well
815,45437.0,34825.2353515625,-23.35489721688822,a,590.0,Performing Well
816,28688.0,22691.028564453125,-20.904111250511974,c,460.0,Performing Well
817,127564.0,114422.7578125,-10.30168557547584,a,140.0,Performing Well
818,40044.0,30474.91455078125,-23.89642755273886,d,490.0,Performing Well
819,37866.0,29893.43994140625,-21.05466661013508,a,720.0,Performing Well
820,84333.0,68149.51171875,-19.189982902600406,a,1650.0,Performing Well
821,45659.0,34794.490234375,-23.794892059889616,a,1700.0,Monitor
822,56918.0,41143.34326171875,-27.714706662709954,a,410.0,Performing Well
823,38757.0,30321.478515625,-21.76515593150915,a,16210.0,Performing Well
824,46036.0,37370.9658203125,-18.82230032949757,a,17570.0,Performing Well
825,35954.0,27112.569580078125,-24.590950714584956,a,380.0,Performing Well
826,54577.0,44150.73486328125,-19.103771069715723,a,7980.0,Performing Well
827,98355.0,92225.2470703125,-6.232273834261095,a,250.0,Performing Well
828,36440.0,25609.77880859375,-29.72069481725096,d,3290.0,Performing Well
829,42566.0,31460.10546875,-26.090998757811402,c,110.0,Performing Well
830,45185.0,31563.634521484375,-30.1457684597004,a,6320.0,Performing Well
831,82503.0,65630.6611328125,-20.450576181699454,a,800.0,Performing Well
832,50774.0,36037.36279296875,-29.023983154825792,d,5070.0,Performing Well
833,38408.0,28763.3134765625,-25.11113966735446,d,3290.0,Performing Well
834,38276.0,29926.9755859375,-21.812687882909657,a,3470.0,Performing Well
835,35797.0,27168.765625,-24.103233161996815,a,2890.0,Performing Well
836,40136.0,30005.47412109375,-25.240497007440325,a,2720.0,Performing Well
837,25257.0,20274.974365234375,-19.72532618587174,a,14600.0,Performing Well
838,54647.0,43778.31982421875,-19.888887177303875,d,6890.0,Performing Well
839,26792.0,18542.4072265625,-30.791254006559793,c,240.0,Performing Well
840,43571.0,32908.10400390625,-24.47246103163515,a,1070.0,Performing Well
841,17072.0,12680.733276367188,-25.72204032118564,a,27650.0,Performing Well
842,138872.0,117958.154296875,-15.059800177951638,d,1200.0,Performing Well
843,60674.0,50645.55029296875,-16.528413664883228,c,60.0,Performing Well
844,28248.0,19707.333740234375,-30.234587438989042,a,2030.0,Performing Well
845,33067.0,27505.0458984375,-16.82025615133668,d,7860.0,Performing Well
846,62334.0,45579.62744140625,-26.87838508453452,a,8860.0,Performing Well
847,46717.0,35189.96435546875,-24.67417780365017,c,190.0,Performing Well
848,55166.0,38317.0009765625,-30.54236127947921,a,370.0,Performing Well
849,59846.0,47470.9248046875,-20.678199370571967,c,5000.0,Performing Well
850,41857.0,31750.2099609375,-24.14599717863798,d,1120.0,Performing Well
851,37702.0,29224.919921875,-22.484430741406292,d,2330.0,Performing Well
852,30345.0,22758.95166015625,-24.999335441897347,c,940.0,Performing Well
853,71406.0,53322.8974609375,-25.32434604803868,a,14040.0,Performing Well
854,38403.0,31019.1787109375,-19.22719914866677,c,4770.0,Performing Well
855,47542.0,32859.02490234375,-30.884218370401435,a,3440.0,Performing Well
856,48926.0,39622.1376953125,-19.016192422612722,a,3020.0,Performing Well
857,59927.0,47615.98388671875,-20.54335460356976,c,6270.0,Performing Well
858,36264.0,27643.76171875,-23.77078723044893,a,3370.0,Performing Well
859,55474.0,44542.1162109375,-19.70631969762862,c,21770.0,Performing Well
860,45633.0,35569.08447265625,-22.054030038226173,c,5980.0,Performing Well
861,27611.0,21725.2119140625,-21.316823316567675,c,740.0,Performing Well
862,54738.0,44118.138671875,-19.401259322819612,a,2840.0,Performing Well
863,64627.0,51850.61328125,-19.76942565607254,a,21370.0,Monitor
864,32838.0,23250.732666015625,-29.195649351313648,a,1020.0,Performing Well
865,51906.0,43253.52880859375,-16.66950100452019,d,2640.0,Performing Well
866,51389.0,39059.7255859375,-23.992049687797973,d,9680.0,Performing Well
867,40334.0,31979.0703125,-20.714359318441016,d,21810.0,Monitor
868,65446.0,53585.72705078125,-18.122227407662425,d,1360.0,Performing Well
869,41799.0,28526.66455078125,-31.752758317707958,c,230.0,Performing Well
870,41881.0,35114.68994140625,-16.15603748380829,a,780.0,Monitor
871,49907.0,39181.94580078125,-21.49007994713918,d,10620.0,Performing Well
872,48209.0,37576.5517578125,-22.054903113915454,a,3860.0,Performing Well
873,22008.0,17597.662353515625,-20.039702137787962,a,2040.0,Monitor
874,31604.0,26779.52783203125,-15.265384660070719,a,3210.0,Performing Well
875,33338.0,25014.587890625,-24.966740984387187,d,5070.0,Performing Well
876,0.0,35528.009033203125,,a,21790.0,Needs Attention
877,44404.0,36228.3232421875,-18.412027650239843,a,29190.0,Needs Attention
878,58590.0,43538.48876953125,-25.68955663162442,d,1100.0,Performing Well
879,31312.0,22879.893798828125,-26.92931208856628,d,,Performing Well
880,59996.0,44928.287109375,-25.114529119649642,a,4570.0,Performing Well
881,29276.0,20647.31640625,-29.47357423742998,a,180.0,Performing Well
882,39287.0,32356.541015625,-17.640590995431058,a,30.0,Performing Well
883,27411.0,22536.492919921875,-17.783032651410473,a,3200.0,Monitor
884,45652.0,34065.85302734375,-25.37927576591661,d,7550.0,Performing Well
885,36050.0,29653.6630859375,-17.742959539701804,a,480.0,Performing Well
886,41755.0,32010.08154296875,-23.33832704354269,a,12430.0,Performing Well
887,48742.0,36470.7802734375,-25.17586419630401,d,19700.0,Performing Well
888,58877.0,47256.0361328125,-19.737697007638808,d,4450.0,Performing Well
889,29711.0,20956.11669921875,-29.466807918889472,d,18670.0,Monitor
890,45679.0,34650.05078125,-24.144462923334572,a,4450.0,Performing Well
891,50659.0,39802.6748046875,-21.430200350011845,a,350.0,Performing Well
892,49533.0,35686.357177734375,-27.9543795495238,a,19370.0,Performing Well
893,42246.0,34192.091796875,-19.064309527825117,a,130.0,Performing Well
894,56828.0,42003.65185546875,-26.086345013956585,a,190.0,Performing Well
895,73805.0,57908.09375,-21.539064087798927,a,4150.0,Performing Well
896,46572.0,40017.8271484375,-14.07320461127394,a,170.0,Performing Well
897,23273.0,18133.3818359375,-22.084038001385725,c,3290.0,Performing Well
898,45978.0,32387.541748046875,-29.558611187857508,a,18540.0,Monitor
899,34403.0,23787.299072265625,-30.85690471102629,d,2590.0,Performing Well
900,44739.0,35731.19384765625,-20.13412492980118,a,3920.0,Performing Well
901,44017.0,35113.1630859375,-20.228177554268807,a,3170.0,Performing Well
902,27058.0,21810.976318359375,-19.391764659770217,a,310.0,Performing Well
903,84678.0,70366.9521484375,-16.900550144739483,d,7290.0,Performing Well
904,42458.0,33395.63037109375,-21.344315862514133,d,570.0,Performing Well
905,41347.0,33171.4541015625,-19.773008678834014,a,90.0,Monitor
906,72668.0,58857.7158203125,-19.004629520129217,a,90.0,Performing Well
907,42982.0,35946.78076171875,-16.36782662110011,a,250.0,Performing Well
908,28722.0,20551.569091796875,-28.44659462503699,a,1980.0,Performing Well
909,86337.0,62267.1025390625,-27.879006058743645,a,1680.0,Needs Attention
910,41589.0,30111.29052734375,-27.597945304422446,d,12480.0,Performing Well
911,64244.0,50896.7255859375,-20.775908122256553,a,16490.0,Performing Well
912,39851.0,32761.21044921875,-17.790744399842538,c,3100.0,Performing Well
913,66558.0,47758.61376953125,-28.245118889493,a,280.0,Performing Well
914,59881.0,47558.06787109375,-20.57903530152511,c,2640.0,Monitor
915,49350.0,38054.7587890625,-22.888026769883485,d,650.0,Performing Well
916,34994.0,29134.62890625,-16.743930655969592,a,90.0,Monitor
917,42405.0,31564.31591796875,-25.564636439172855,a,7240.0,Performing Well
918,34433.0,26034.845703125,-24.389842002947752,a,18710.0,Performing Well
919,41743.0,28784.133056640625,-31.044407309870813,a,2620.0,Performing Well
920,45722.0,35289.78125,-22.816628209614628,a,850.0,Performing Well
921,49076.0,40362.27587890625,-17.755571197925157,a,840.0,Monitor
922,46708.0,37936.4326171875,-18.7795824758339,d,2110.0,Performing Well
923,32367.0,27808.9619140625,-14.082361930168071,a,280.0,Performing Well
924,28613.0,21182.72412109375,-25.968181871548772,a,6420.0,Performing Well
925,51506.0,41695.5625,-19.047174115637013,c,470.0,Performing Well
926,54015.0,38556.27001953125,-28.61932792829538,d,5150.0,Performing Well
927,40633.0,31806.48583984375,-21.722526419797333,a,480.0,Performing Well
928,59790.0,40701.986328125,-31.92509394861181,d,1090.0,Monitor
929,38980.0,30805.55712890625,-20.97086421522255,a,4820.0,Performing Well
930,44467.0,35904.4775390625,-19.2559031662525,a,70.0,Performing Well
931,37744.0,33588.046875,-11.01089742740568,a,1480.0,Monitor
932,54475.0,41097.61279296875,-24.55692924650069,a,15700.0,Performing Well
933,49987.0,37625.92822265625,-24.728572983663252,a,6270.0,Performing Well
934,42747.0,33821.70703125,-20.879343506561867,a,5460.0,Performing Well
935,40178.0,30444.4130859375,-24.22616086928792,a,22350.0,Performing Well
936,42810.0,34635.736328125,-19.094285615218407,a,580.0,Performing Well
937,50552.0,40660.57861328125,-19.566825025159737,d,2810.0,Performing Well
938,64880.0,53031.4853515625,-18.26219890326372,a,2820.0,Performing Well
939,39815.0,30454.25244140625,-23.51060544667525,d,1340.0,Performing Well
940,50738.0,39498.6123046875,-22.151814607025305,d,6470.0,Performing Well
941,39001.0,28131.181640625,-27.870614495461655,a,1200.0,Performing Well
942,46892.0,35865.1474609375,-23.51542382296021,d,6860.0,Performing Well
943,44798.0,38168.97607421875,-14.797589012414058,d,18020.0,Performing Well
944,54021.0,39455.18994140625,-26.96323662759621,c,1670.0,Performing Well
945,26968.0,22313.601318359375,-17.25896870973237,a,12480.0,Performing Well
946,28829.0,22134.740234375,-23.22057568984356,a,2220.0,Performing Well
947,55783.0,42900.96630859375,-23.093117421806376,a,460.0,Monitor
948,60624.0,56746.63671875,-6.395756270206519,b,1430.0,Monitor
949,36940.0,26005.0283203125,-29.601980724654847,a,870.0,Performing Well
950,45131.0,31885.904296875,-29.348110396678557,a,8460.0,Performing Well
951,50752.0,40479.44775390625,-20.24068459586568,d,710.0,Performing Well
952,41050.0,34587.45947265625,-15.743095072700974,d,6300.0,Performing Well
953,36195.0,26624.861083984375,-26.44049983703723,a,19830.0,Performing Well
954,42821.0,32968.77783203125,-23.007921739260524,a,390.0,Performing Well
955,34175.0,25791.836181640625,-24.530106271717266,d,1690.0,Performing Well
956,20344.0,14717.399169921875,-27.65729861422594,a,2330.0,Performing Well
957,54943.0,39922.60009765625,-27.338150269085688,d,1420.0,Performing Well
958,22690.0,18666.42822265625,-17.73279760839026,a,440.0,Performing Well
959,47519.0,36189.548828125,-23.841939375565563,a,1060.0,Performing Well
960,53667.0,39741.0849609375,-25.948748838322434,d,8990.0,Performing Well
961,42496.0,34168.7626953125,-19.595343808093705,d,9430.0,Performing Well
962,44956.0,32426.6484375,-27.870254387623454,c,260.0,Performing Well
963,80433.0,54102.77734375,-32.73559690208,a,23620.0,Performing Well
964,68414.0,49311.2001953125,-27.922354788036806,a,270.0,Performing Well
965,57368.0,44275.2412109375,-22.822407594935328,a,110.0,Performing Well
966,29545.0,23292.575927734375,-21.162376281149516,a,760.0,Monitor
967,50968.0,39491.7724609375,-22.51653496127472,a,3560.0,Performing Well
968,46715.0,36857.78564453125,-21.10074784430857,c,1190.0,Performing Well
969,28909.0,21646.32275390625,-25.122547463052165,a,600.0,Performing Well
970,15980.0,13007.057495117188,-18.604145837814848,a,910.0,Monitor
971,63245.0,45890.46484375,-27.440169430389755,c,1140.0,Monitor
972,24015.0,16774.42626953125,-30.150213326957108,a,14960.0,Performing Well
973,44837.0,34210.07958984375,-23.701229810549883,d,330.0,Performing Well
974,83104.0,67637.94921875,-18.610476970121777,a,150.0,Performing Well
975,48807.0,37292.6005859375,-23.591696711665335,a,9630.0,Performing Well
976,45047.0,33623.72900390625,-25.358561049778565,a,4180.0,Performing Well
977,34200.0,22966.520263671875,-32.84643197756762,a,520.0,Performing Well
978,48197.0,35985.42431640625,-25.336796239587006,c,3890.0,Performing Well
979,45043.0,33745.1337890625,-25.08240172931976,a,2270.0,Performing Well
980,43971.0,32464.07275390625,-26.169355361701463,a,4420.0,Performing Well
981,50290.0,36469.6005859375,-27.481406669442237,d,2620.0,Performing Well
982,58662.0,43602.220703125,-25.672120447436157,d,21930.0,Performing Well
983,57802.0,44180.71435546875,-23.565422726776323,a,40.0,Monitor
984,48176.0,32165.1826171875,-33.234011505339794,c,440.0,Performing Well
985,63986.0,47689.50439453125,-25.46884569354038,c,490.0,Performing Well
986,32493.0,24056.968017578125,-25.96261343188341,a,620.0,Performing Well
987,44229.0,33127.50048828125,-25.1000463761757,c,1690.0,Performing Well
988,30048.0,25736.9755859375,-14.347125978642506,a,30.0,Monitor
989,36952.0,27623.764892578125,-25.2441954628217,a,1640.0,Performing Well
990,44427.0,34110.87451171875,-23.220396354201835,d,20930.0,Performing Well
991,36744.0,29910.017578125,-18.5989070919742,a,1010.0,Monitor
992,31507.0,23723.166259765625,-24.705093281602103,a,2480.0,Performing Well
993,53750.0,39396.212890625,-26.704720203488375,d,3460.0,Performing Well
994,34979.0,23105.2978515625,-33.9452304195017,a,2290.0,Performing Well
995,62211.0,47700.60546875,-23.324483662455194,d,6560.0,Performing Well
996,51648.0,35584.65234375,-31.101587004821095,c,2870.0,Performing Well
997,37797.0,26282.138671875,-30.465013964401937,d,5840.0,Performing Well
998,31862.0,24833.11181640625,-22.060411096584488,a,780.0,Performing Well
999,64962.0,44463.10888671875,-31.55520321615906,d,15140.0,Performing Well
1000,49229.0,37924.2255859375,-22.963648284674683,a,2230.0,Performing Well
1001,40609.0,28500.382080078125,-29.817572262114002,c,19640.0,Performing Well
1002,42537.0,35783.0498046875,-15.877824471195664,d,1130.0,Performing Well
1003,49782.0,33075.8623046875,-33.55859084671668,a,170.0,Monitor
1004,42666.0,29475.0458984375,-30.91678175025196,d,970.0,Performing Well
1005,39677.0,32297.08935546875,-18.59997138022343,a,6480.0,Monitor
1006,50732.0,36727.72412109375,-27.604423005019026,c,3890.0,Performing Well
1007,54386.0,40192.78857421875,-26.097178365353674,c,4180.0,Performing Well
1008,39712.0,29985.4228515625,-24.492790966049306,a,30.0,Monitor
1009,33146.0,25382.98388671875,-23.420672519402792,a,230.0,Performing Well
1010,75479.0,54937.9345703125,-27.214278712870467,d,4610.0,Performing Well
1011,50753.0,36891.81005859375,-27.31107509192806,a,490.0,Performing Well
1012,40399.0,31946.1640625,-20.923379136859825,d,6330.0,Performing Well
1013,25473.0,17761.13525390625,-30.27466237229125,a,630.0,Performing Well
1014,71835.0,51802.19384765625,-27.88725015987158,a,210.0,Performing Well
1015,45746.0,35025.13916015625,-23.43562462257629,d,9910.0,Performing Well
1016,38568.0,27134.81640625,-29.644222136875133,c,550.0,Performing Well
1017,40653.0,32521.23388671875,-20.002868455664405,c,110.0,Performing Well
1018,74210.0,59233.046875,-20.181853018461123,c,140.0,Performing Well
1019,64962.0,47085.51513671875,-27.51837206871902,d,2740.0,Performing Well
1020,56139.0,47589.29052734375,-15.229536458889987,a,40.0,Performing Well
1021,57986.0,50989.17626953125,-12.066401770200997,a,1080.0,Performing Well
1022,47407.0,35804.80224609375,-24.473596207113403,a,1520.0,Performing Well
1023,39338.0,30181.5009765625,-23.276473189886367,c,3740.0,Performing Well
1024,43893.0,33315.8447265625,-24.09759021583738,c,1990.0,Performing Well
1025,47450.0,41168.73779296875,-13.237644271930979,a,720.0,Performing Well
1026,61811.0,45155.12158203125,-26.946463279948148,c,450.0,Performing Well
1027,104609.0,73255.689453125,-29.971905425799882,a,190.0,Performing Well
1028,36048.0,24618.89453125,-31.705241535591433,a,150.0,Performing Well
1029,31340.0,25164.3271484375,-19.70540156848277,a,1590.0,Monitor
1030,25583.0,18146.957275390625,-29.066343761909764,a,36410.0,Performing Well
1031,34323.0,24631.91162109375,-28.234968909787167,d,590.0,Performing Well
1032,62332.0,46164.82421875,-25.93720044479561,d,270.0,Performing Well
1033,91545.0,73130.677734375,-20.115049719400293,a,7680.0,Performing Well
1034,43643.0,30186.395751953125,-30.83336216127873,a,13750.0,Performing Well
1035,33359.0,22848.864013671875,-31.506148224851238,a,27150.0,Performing Well
1036,33565.0,26324.74462890625,-21.57084871471399,d,9560.0,Performing Well
1037,41925.0,33371.1533203125,-20.402735073792485,a,150.0,Performing Well
1038,39962.0,31174.5537109375,-21.989505753121716,d,17290.0,Performing Well
1039,52226.0,42440.4013671875,-18.73702491634914,a,70.0,Performing Well
1040,55986.0,43231.03564453125,-22.782417667753993,a,4030.0,Performing Well
1041,41854.0,34025.38671875,-18.704576100850577,c,1600.0,Performing Well
1042,27365.0,20013.462890625,-26.864743684907726,a,3440.0,Monitor
1043,56317.0,43553.64111328125,-22.663421145868476,c,420.0,Performing Well
1044,45684.0,31883.43408203125,-30.2087512432553,c,240.0,Performing Well
1045,75007.0,62238.37890625,-17.023239289332995,a,26990.0,Monitor
1046,64727.0,47512.05859375,-26.596229403880915,d,29070.0,Performing Well
1047,34198.0,24613.4228515625,-28.026718370774606,a,3750.0,Monitor
1048,55078.0,40044.46923828125,-27.29498304535159,d,1860.0,Performing Well
1049,28048.0,20110.773193359375,-28.29872649258637,a,370.0,Performing Well
1050,51143.0,38848.50048828125,-24.0394570356036,d,13170.0,Performing Well
1051,59713.0,43660.04248046875,-26.883522046340413,c,200.0,Performing Well
1052,48515.0,35827.11767578125,-26.152493711674225,a,5080.0,Performing Well
1053,56511.0,42414.59326171875,-24.944535998798905,a,1710.0,Performing Well
1054,42742.0,32241.56396484375,-24.567020811277548,a,13190.0,Performing Well
1055,50713.0,38853.04052734375,-23.386428475255357,c,1980.0,Performing Well
1056,35887.0,25931.7685546875,-27.740495012992174,d,5350.0,Performing Well
1057,40279.0,32591.583984375,-19.085419239864446,d,3230.0,Performing Well
1058,47376.0,34899.2275390625,-26.335639270806947,a,180.0,Performing Well
1059,60735.0,47049.857421875,-22.532547259611427,c,3380.0,Performing Well
1060,49107.0,36945.64599609375,-24.76501110616867,a,3430.0,Performing Well
1061,59111.0,47695.23046875,-19.312428365701813,d,8110.0,Performing Well
1062,45913.0,33620.390625,-26.773701075947987,d,190.0,Performing Well
1063,28775.0,22086.143310546875,-23.245375115388793,a,6250.0,Performing Well
1064,61784.0,50294.56396484375,-18.596134978564436,a,420.0,Performing Well
1065,30869.0,22884.690185546875,-25.865139183171227,a,1290.0,Performing Well
1066,58195.0,47625.48681640625,-18.162235902730046,a,3350.0,Performing Well
1067,41738.0,33552.7255859375,-19.611084417227705,d,12020.0,Performing Well
1068,34935.0,25021.4501953125,-28.377128394697294,d,5010.0,Performing Well
1069,44879.0,31273.10595703125,-30.316838706229525,a,18050.0,Monitor
1070,54688.0,40160.34033203125,-26.56462051632671,c,400.0,Performing Well
1071,37822.0,30846.0234375,-18.44422971418751,a,820.0,Performing Well
1072,47363.0,35777.3818359375,-24.461326698187406,a,5380.0,Monitor
1073,43553.0,43419.10595703125,-0.30742783038768856,a,1710.0,Monitor
1074,38535.0,27343.9794921875,-29.041184657616455,c,3330.0,Performing Well
1075,69827.0,61334.7587890625,-12.16183025325089,a,1410.0,Performing Well
1076,24054.0,18711.720947265625,-22.209524622658915,a,90.0,Monitor
1077,29166.0,21955.75732421875,-24.721397091754955,a,3750.0,Performing Well
1078,58779.0,40560.966796875,-30.994118993390497,d,670.0,Performing Well
1079,59493.0,45390.541015625,-23.70440049144437,a,16680.0,Performing Well
1080,74372.0,59004.46875,-20.66306035873716,a,2410.0,Performing Well
1081,47124.0,40659.90234375,-13.717209184810288,b,400.0,Monitor
1082,46330.0,33936.86083984375,-26.749706799387546,c,440.0,Performing Well
1083,39608.0,32187.603515625,-18.734590194847,d,11540.0,Performing Well
1084,42502.0,34643.57373046875,-18.48954465561915,a,190.0,Performing Well
1085,46779.0,36360.4912109375,-22.27176465735159,c,4030.0,Performing Well
1086,45257.0,30150.292724609375,-33.37982472411036,a,180.0,Performing Well
1087,45587.0,36177.49853515625,-20.640756059498873,d,2210.0,Performing Well
1088,32978.0,24356.722900390625,-26.1425104603353,a,4300.0,Performing Well
1089,67205.0,54226.1513671875,-19.31232591743546,d,5220.0,Performing Well
1090,43664.0,32182.373046875,-26.295408009172316,a,330.0,Performing Well
1091,57754.0,45555.16357421875,-21.12206327835518,a,9990.0,Performing Well
1092,93008.0,72648.845703125,-21.88968077678802,a,300.0,Performing Well
1093,57315.0,44683.943359375,-22.037959767294772,c,10450.0,Performing Well
1094,34744.0,27053.818115234375,-22.133841482747023,d,2380.0,Performing Well
1095,29958.0,23112.426025390625,-22.850570714364693,a,690.0,Performing Well
1096,40293.0,30901.25537109375,-23.30862588763867,a,1130.0,Performing Well
1097,74026.0,73249.4296875,-1.0490507558155242,b,720.0,Monitor
1098,32926.0,25066.60986328125,-23.869860100585406,a,1830.0,Monitor
1099,66538.0,57959.93359375,-12.891981132961616,a,200.0,Monitor
1100,34863.0,23284.6708984375,-33.210937387954274,a,540.0,Performing Well
1101,70277.0,53837.17578125,-23.392894145666435,d,4060.0,Performing Well
1102,47411.0,36435.4248046875,-23.149849603072074,a,850.0,Performing Well
1103,45806.0,32607.46044921875,-28.813997185480616,d,1340.0,Performing Well
1104,38081.0,30181.65576171875,-20.74353152039403,d,260.0,Performing Well
1105,37035.0,25982.09765625,-29.844477774402595,c,330.0,Performing Well
1106,33067.0,25624.310791015625,-22.507905794249176,a,5330.0,Performing Well
1107,52259.0,34481.1015625,-34.01882630264643,a,1400.0,Performing Well
1108,41103.0,27301.3251953125,-33.578266317999905,a,540.0,Performing Well
1109,35286.0,25516.874755859375,-27.685555869581773,c,3490.0,Performing Well
1110,30207.0,22741.04833984375,-24.71596537278197,c,900.0,Performing Well
1111,32605.0,23213.08349609375,-28.805141861390126,a,1900.0,Performing Well
1112,58639.0,43833.61328125,-25.248361532000885,c,1880.0,Performing Well
1113,40254.0,34052.02490234375,-15.407102642361629,a,9260.0,Performing Well
1114,151293.0,131334.337890625,-13.192059189370955,a,870.0,Performing Well
1115,50448.0,37935.0458984375,-24.803667343725223,d,5350.0,Performing Well
